page_latest_low,page_latest_high,page_len_low,page_len_high,num_rows
2159563,5919970,720929,1165535,1,
1049781,5055751,97059,1054185,131,
2362358,2696287,116200,1079685,3,
430846,3590594,589596,1106966,0,
3936287,5264647,316878,1239354,3,
1539353,4767310,199860,542505,4,
1049071,3795299,807961,1369083,0,
4586993,6329966,561273,994384,2,
2332503,4255879,681042,865277,0,
419852,4960456,1264374,1488438,0,
2821890,4533150,965054,992044,0,
1097021,5777670,708963,1485073,0,
3630643,5617702,150162,375413,33,
1365159,2578199,87534,715864,55,
1816693,2850501,191671,656962,1,
5351864,5803494,152822,804808,21,
1289851,4614793,784250,1185368,0,
5022078,5880647,574993,840024,0,
444178,4267408,344882,1363937,2,
1890490,3780667,811999,1359662,0,
3307697,5082501,1014947,1551975,0,
1383052,1424231,393404,1251853,0,
584593,5819974,353946,1247251,8,
2033829,4061515,274934,1270858,1,
534319,2822053,332135,585037,2,
2056247,3885692,1264474,1330518,0,
398684,2841842,501832,1218635,1,
2542598,5648933,636145,1079072,1,
2397526,3976000,89567,355171,34,
1805461,1845890,111330,648111,0,
2708208,5221042,651467,1084317,1,
715215,754250,345344,528393,0,
3920026,5211217,1090855,1147105,0,
4088564,6057914,1221555,1259030,0,
6383987,6386434,1265747,1268689,0,
5065853,5100416,536409,1427583,0,
4296481,5519650,1068224,1557414,0,
879727,1546501,695388,931881,0,
2959832,5568538,298422,519437,5,
1828958,6343633,1344621,1556790,0,
683101,1178953,148524,1427282,2,
3640330,6350689,1003562,1538763,0,
4712138,4745444,679865,1377650,0,
3154058,4304307,866437,1196871,0,
1504728,3149159,417260,996200,1,
3007205,6255632,260894,1512897,19,
2887117,5884019,103858,539575,143,
2820669,5684451,41704,169581,431,
1994580,2837234,558652,1478770,0,
3930037,4274352,540494,1052680,0,
191662,4046662,55153,843454,198,
2376459,4728077,382521,716462,3,
567558,6108807,650624,1143899,2,
4901761,6077205,543941,812118,0,
4899192,6386159,260586,588596,17,
1477712,5587034,391590,964171,4,
240745,438728,251646,872223,2,
2410406,4094944,220214,922847,1,
856240,3622392,964834,1040592,0,
4623292,5609212,594782,820453,1,
1280570,4620973,221638,1026272,4,
2079422,2240811,418718,771872,0,
3269069,4260321,239181,1428366,0,
4095896,4918468,865766,1101729,0,
1724392,4026822,732560,1112578,0,
3542177,5669007,323364,1431151,5,
1219047,2803956,539067,1208242,1,
4187636,6048794,541255,1495949,2,
1757790,6198577,1185472,1462783,0,
4116656,6134635,30721,771167,934,
3779639,6033058,238213,713175,20,
1015414,5721622,524641,1159912,2,
415395,3698652,568667,1137095,0,
3552539,4266563,1220106,1298076,0,
2497866,3610814,912829,1171100,0,
3492827,5165090,201414,1474137,9,
3873352,6026780,493141,1023851,5,
3021824,4404636,476141,729468,0,
270275,923618,526306,1204573,0,
450386,5467247,732556,1366222,0,
5338750,5660186,873418,1495601,0,
2627230,4649648,13180,1559974,897,
5549486,5774109,234130,625435,2,
1809749,2576707,342366,345937,0,
2186064,3235829,151618,1126919,2,
5354063,5845041,853063,1434131,1,
2131593,3254757,496967,877521,1,
604847,2299452,428586,917797,0,
4089104,5062967,1095029,1274916,0,
2643751,4295057,597330,850298,0,
697862,1979923,783893,1167450,0,
5370762,6284380,494182,1397826,4,
4759251,6275522,221710,784820,23,
3254901,5834723,641878,1016005,2,
855561,3250071,20483,281575,482,
3390018,5385279,553802,807525,1,
1147125,1342171,198250,715913,1,
790956,955016,621001,1555768,0,
373171,2994585,631454,1469561,0,
3820803,4956778,1279652,1292528,0,
5150652,5371219,455571,785701,0,
518644,3058440,752083,797257,0,
431916,2380422,357903,482033,1,
3708008,5414107,664529,896024,0,
1555680,2722339,363401,839841,1,
2037222,4287708,215077,534208,0,
1924692,4803642,1163554,1371675,0,
2130906,6125156,812917,1425556,1,
6220375,6357858,19004,198424,889,
1111891,6168487,1192852,1305753,0,
1353888,3514214,478472,1326601,1,
2964101,5349047,106243,547901,65,
845860,4021181,674651,1094340,0,
1728069,2836103,53790,416939,94,
664148,2008062,255620,890408,2,
192024,6284870,1429034,1541694,0,
320717,5832501,398199,1327601,8,
2457517,3750318,925561,1197205,0,
724088,5461506,421750,688530,3,
998445,5058768,787276,867132,0,
435224,4040529,307661,1360376,2,
202144,3028968,749950,1490545,0,
953620,1139699,67477,139125,2,
1586430,5656463,161216,185500,12,
4778964,5264698,203761,1101445,7,
433734,2366689,65113,1562394,88,
299467,4371527,479345,1358966,1,
144192,6395478,623372,1379563,2,
1723903,4662262,314927,1222581,2,
1071194,2754959,168200,320143,0,
2249487,6048022,1102276,1330931,0,
1518508,2345173,793520,1084311,0,
3186629,5768296,380152,1311245,5,
2260825,6077468,1397337,1470828,0,
1494928,4832812,621961,622791,0,
669533,4934279,47310,1410423,402,
893900,1222453,338629,680279,0,
2004764,5619104,481382,708085,2,
3059609,3976349,126036,1272471,9,
5037152,5990228,406984,1496553,4,
2062670,2602406,1029653,1236846,0,
648793,1113138,1166433,1557325,0,
1192035,3915945,305989,1276729,2,
198544,321466,537372,1250503,0,
806384,2752797,210464,1156694,3,
539048,655245,541958,1132562,0,
2302764,5294121,702382,721725,0,
865162,3883899,446967,1472033,1,
4443704,5425589,56543,1363255,198,
234303,4055495,22950,75773,491,
1233153,2628325,601150,1113624,0,
3959644,4610735,253899,1427301,1,
3864090,5656892,635857,743250,1,
3752165,5508450,142030,204588,14,
3138209,5801806,295869,765530,8,
64082,1426099,703148,1477221,0,
3431093,4980107,93020,1243910,66,
1062043,4755346,346584,811944,4,
3526300,5980135,551854,962329,2,
840048,4901119,105849,698757,74,
5289622,5897100,454328,819095,3,
3460029,4923829,1284413,1469020,0,
566458,2525337,316508,857916,1,
1825368,6115312,187301,224196,10,
774528,1793440,146504,1060125,2,
1333288,3037534,561361,1397810,0,
450516,4391229,737307,785356,0,
3204949,4066762,7071,715070,627,
693574,5098432,230024,485228,9,
2301687,5854793,500467,1218317,4,
2279899,6147495,134285,1110384,81,
1207055,4749764,794723,1329641,0,
2779448,4907125,225588,1292957,5,
1013533,1414762,68254,1290276,7,
1923788,3617003,276413,460800,0,
1856842,2229901,1465632,1492069,0,
425959,473285,567698,958076,0,
3029669,3876615,22223,639490,144,
2318811,5976981,1099184,1167922,0,
3201677,5749867,303229,616334,4,
2498152,4438928,114508,1430978,19,
4418696,5347948,908137,1259641,0,
3495069,6391859,1282898,1526420,0,
3555342,5315641,123334,496916,39,
152510,4554379,763180,1503725,0,
3842523,4283990,929506,1401335,0,
662464,5364089,303672,529249,3,
1777764,5424601,1058350,1234094,0,
4222163,4976791,920235,1055982,0,
3237590,3910541,588837,883387,0,
4610930,6124157,95118,707571,157,
40748,3272343,1049735,1413714,0,
1128818,1373208,478335,816834,0,
5466614,6066472,216699,1177949,8,
76196,3218545,200752,1209048,5,
5181965,5261210,306948,1429555,0,
3393002,3793289,751881,1334781,0,
950870,2778434,497775,1289752,1,
1529690,1554586,394964,1457033,0,
4135995,5110744,216698,1424832,9,
1922154,2861024,492868,1156569,1,
1615154,3656105,1365729,1530629,0,
1319215,2598959,1335135,1504063,0,
5403015,5929545,266315,1314304,10,
2363912,5918888,1472313,1546907,0,
2630682,5265843,482884,1002715,1,
1207739,3938203,570531,1136236,0,
4441019,5068730,222410,837424,6,
4293309,4328416,327372,599814,0,
2784350,2886347,31633,961940,2,
5100233,5355659,385750,602481,0,
4030357,5930906,52854,1349949,368,
972316,2887758,448002,699377,1,
746172,4467848,894034,912258,0,
1336260,5206694,524575,1464003,2,
2535351,5984016,799763,1021139,1,
180109,879802,189991,1268606,2,
656838,4145674,505941,1024224,1,
331831,1655469,448764,1271576,0,
2834192,3012928,1142850,1318814,0,
2518088,3820140,21749,368066,213,
1048829,1937165,969259,1441749,0,
4447653,4988384,675761,1461735,0,
1472349,1938259,1026912,1193769,0,
3944283,4149454,507871,1564849,0,
1204801,2060478,90392,1049360,10,
4488602,4925031,906487,1366880,0,
951547,2451665,255280,830159,2,
210609,5843395,680380,980568,1,
2192028,4108202,201907,1360942,1,
3826775,5379809,671359,1328481,0,
1781164,5878144,310053,430390,2,
3101722,5013848,898613,1344561,0,
2069170,4492392,953118,1166483,0,
2825937,6235126,373970,544140,6,
2921976,4716972,548312,1354871,0,
3319434,4992256,1021217,1320315,0,
3177141,4025837,602981,1544857,0,
959786,3476218,206953,673266,3,
1126434,2472278,448725,984714,0,
5479138,5589482,1147226,1464257,0,
191754,1128374,808769,1264412,0,
2756665,4858539,1157948,1462957,0,
2584357,3277467,552228,1165337,0,
2023451,6340274,381569,1455958,9,
4141905,4265462,6999,349106,103,
2242652,4955270,641404,963433,1,
3864767,4084678,77704,1341581,3,
1955311,4706958,14797,91872,987,
2623666,5368340,999637,1130783,0,
2952930,3957216,679644,768130,0,
3610800,5458207,1154696,1389127,0,
1833895,4024681,396180,1407746,1,
2664944,4497206,895082,1500195,0,
1830966,4135877,78195,628344,96,
1634685,3627124,856031,1448268,0,
2042873,4644937,65909,752080,172,
680954,5545395,480477,631792,1,
2673539,3593945,479052,1287149,0,
1389376,5501286,1205409,1386269,0,
875608,4529102,470312,961880,2,
4037691,5000659,148086,1108520,15,
4533087,5574454,52855,423320,197,
2378511,3425422,722608,1178585,0,
1158271,1370984,133449,1315763,1,
1681927,3018103,110304,1115348,14,
2718996,5603472,56679,67622,69,
90913,2677069,619303,1038455,0,
3063155,4057114,1518296,1556495,0,
782780,5052954,511224,644578,1,
722950,1805518,602146,1084891,0,
6203691,6281544,251163,502912,0,
1400131,3481545,450669,1317465,1,
2221860,5076146,19278,326245,1000,
1573274,6395013,474476,1205579,7,
1249152,5884652,711148,737279,0,
4150023,5202566,405388,1480384,3,
2596724,2855191,890606,1418899,0,
3253860,5876334,153613,222337,26,
3489270,3975711,282278,304597,0,
1781479,4005888,694828,1461400,0,
1003202,2370386,708846,1186194,0,
1686268,4566385,614868,1381452,0,
2247278,4854874,1388010,1451940,0,
2693080,6038296,324197,439271,2,
5412467,5769126,77867,427593,55,
2175639,4590637,276856,1058176,2,
4073359,6082334,43847,418817,512,
2604419,5844733,663663,1162891,1,
1185990,2190312,348355,384893,1,
202209,1418659,385617,957484,0,
654012,2254111,1489126,1559992,0,
2044022,5307154,661924,1482029,0,
1645386,3767227,545363,695726,1,
4290923,4658956,1003690,1039639,0,
2846786,4323229,844662,1299389,0,
3637631,6297537,65923,942678,410,
2429429,2780347,1014226,1056378,0,
1748416,3634497,291994,1329452,1,
905892,2697158,86607,1496595,66,
2031522,5039766,61199,1497278,251,
154145,3203795,1150681,1482515,0,
1579243,4630682,834098,905904,0,
2941351,4064103,731199,1522116,0,
2302226,4476273,645708,960749,0,
1471109,2525687,377268,1354531,0,
1643047,2291249,1472307,1535292,0,
2646768,4859127,74422,531286,110,
3782923,3791408,512964,1561703,0,
449956,6030681,181586,452232,31,
2535824,3051116,461121,929698,0,
3554091,4360116,365564,1351746,0,
75774,124524,1258379,1526792,0,
2439846,5582836,345698,1336676,4,
4901893,5150503,505943,559520,0,
3470651,6090937,1303277,1334371,0,
699818,1187694,803084,918489,0,
478624,1074287,527310,567820,0,
3699109,5430125,225100,1543020,17,
1537484,5814339,136415,630400,58,
2523023,5604842,420388,804440,3,
1858447,2637765,463864,713871,1,
4407545,5427381,629241,1330613,1,
2773266,4382648,242171,1263607,1,
704673,5297224,1241091,1447683,0,
2995103,4421016,853330,1015123,0,
246402,474824,899496,1150411,0,
5143818,5427755,1290704,1526771,0,
2895949,2964884,1185310,1195682,0,
245634,5882413,364441,972330,9,
716671,6396466,90627,291132,362,
296313,3149545,166650,188814,1,
163480,4964068,804966,1446834,0,
1490624,5893333,3342,372049,22085,
5815567,6125701,749140,1245610,0,
498599,5062194,1346424,1460771,0,
3561781,4994161,1027747,1566660,0,
1656424,4127210,184976,1275589,2,
1376085,4360170,419714,1263590,1,
1286131,3759569,300910,524983,0,
909766,2826901,45099,792908,179,
4620397,5706381,586494,755179,1,
363684,4702927,684187,1139918,0,
911251,6006976,745752,1330292,1,
3992449,4360193,1058892,1396473,0,
147379,5257197,1027741,1197976,0,
371335,6388323,39107,994398,1372,
4766402,5970301,656264,1374075,2,
1438045,4330713,119432,1389675,19,
3078856,4108643,519484,973009,0,
1190375,4371342,702567,956265,0,
2859227,5599926,450952,779240,2,
531213,2702028,759830,1326258,0,
3180759,4861441,399041,1297925,3,
2356825,3579154,238149,1114625,1,
519757,5302554,1300,1190139,64635,
5159556,5847169,140141,1501398,35,
1737005,5954545,196784,1132367,29,
844706,6091040,716278,1197341,1,
1182955,1414342,202222,1347942,1,
3750797,3958391,349021,1126091,0,
2298571,5532211,298452,381152,3,
724060,1535329,643660,969714,0,
2109698,4962872,665512,981671,0,
1872280,3371352,473344,1282907,1,
3277382,5067073,126664,1106154,31,
985640,4037987,1105737,1418452,0,
2196686,5328417,270252,1007119,4,
1050379,3977430,725511,1074229,0,
205797,1734903,996756,1299944,0,
3863536,6168933,935414,1173463,0,
1994542,3103234,1478115,1538799,0,
3816351,6091866,155993,1001125,51,
440182,6244529,312128,1232058,10,
127975,1068577,940146,1289188,0,
1629701,5855874,290296,1429161,13,
2499355,6077873,277565,341565,5,
768283,6335940,921807,1032655,0,
5158414,6318199,133989,296862,64,
3472785,4711973,628707,789774,0,
2243888,4260607,425799,445912,0,
1171662,4532310,345095,858542,3,
954059,4644474,157280,1180999,15,
439874,1701526,953961,1434700,0,
3362164,5268537,147472,479233,23,
1239352,3903729,761035,942292,0,
4482481,5768676,992783,1444618,0,
1520378,2009447,145012,157089,0,
144263,3409090,98687,1230688,68,
2770293,4681005,884144,1203206,0,
1886073,2816480,464664,1441126,1,
1823811,1993901,962982,1253183,0,
4401596,5975842,1149911,1206658,0,
1699732,2373959,910750,1085206,0,
129429,3726267,268260,1432968,3,
4318486,4336533,301578,1261564,0,
1236538,6144665,231764,508011,20,
3181090,4539502,161183,1192263,7,
2961915,6389916,544138,1365588,2,
3000149,4138305,431979,597746,0,
2918811,3181692,426873,820209,0,
4832080,5525156,24307,429678,375,
4462085,5156244,194613,1493631,7,
2264075,2599260,387303,1003820,1,
3437262,4707979,305891,1370899,2,
2787499,3594953,418597,880123,0,
1933229,5165309,403551,1011195,4,
2538758,6105882,1364001,1432414,0,
165275,176328,506001,1308433,0,
927237,4612032,771939,1192593,0,
3674040,6158350,590639,1145095,2,
2932968,4004448,68976,717238,40,
399673,4664935,1041718,1309948,0,
2605503,4480829,697677,1140425,0,
1588246,2321245,1294940,1498172,0,
1158404,3036119,3131,1333062,3627,
3464773,6012851,1197638,1292837,0,
4842320,6292542,489585,990878,4,
2403598,6245900,1030270,1283973,0,
5076738,6390436,228226,1460891,20,
1370813,3409266,665188,888522,0,
1072764,4609575,520744,720861,1,
2843322,3278982,35568,1140007,28,
4421472,4450549,319296,919598,1,
584873,4044345,510975,1564364,1,
5798481,6313393,46666,167054,301,
3524907,5860564,242369,1129595,20,
2246757,3060456,369837,1256544,1,
4006123,6046141,673123,1413876,1,
4829776,6015456,1257521,1473238,0,
1663562,5092124,17784,1471947,1200,
649378,3034822,1218467,1339864,0,
191660,5523654,222847,1164958,24,
513520,4291049,399741,855210,1,
4830323,5513872,652958,1017595,1,
3231024,4597953,148019,641736,11,
1117649,4816140,884220,1220554,0,
189649,2875770,1636,653522,10581,
3095882,4856800,1123002,1250090,0,
680375,2626929,1228485,1306018,0,
5666451,6354288,496698,959698,2,
449982,5548028,472333,1455321,3,
1042390,6254334,47532,397598,823,
2521995,4759439,321439,1545239,3,
2110815,4387551,608168,1172936,0,
5884529,6187994,896793,1431486,0,
1928850,3793403,125275,1232287,10,
894772,4421734,555135,1232024,0,
1294566,1419646,550734,1078807,0,
655583,3078818,18322,989617,536,
1011594,6297234,1388625,1529741,0,
1896075,4173692,293969,492605,0,
3007751,6310369,1102054,1120132,0,
1433944,4414086,966087,1259429,0,
2617297,6045010,181878,1224716,34,
2182666,4867166,88748,1179417,132,
5421962,5607445,192955,731928,2,
333291,3905963,338232,452159,1,
5899276,6214979,1030650,1372190,0,
3771330,4831991,572738,1527107,0,
1096771,2635951,191728,1292643,2,
4558885,5919671,742541,1008413,1,
4552556,6233103,511008,1515926,3,
5066383,5864391,1203348,1419884,0,
453133,4587113,1253444,1507333,0,
1901578,5452376,1283902,1446521,0,
4272544,6160158,285424,559948,11,
3613289,5782476,301005,302877,0,
2495043,4323068,501876,779609,1,
2421404,4483457,890827,997249,0,
1955494,2622553,307531,355160,0,
2819402,4831924,152204,261741,13,
999350,3712720,80118,762543,99,
1063383,2305395,142286,266599,0,
4225932,5680024,102685,1209558,96,
3879429,4777440,89383,1069302,53,
2888311,2950625,1155358,1464862,0,
810016,3686282,1360087,1530442,0,
5141214,6379230,217056,547581,21,
1315570,3435765,1036417,1114761,0,
1215743,3237279,851718,1156271,0,
71791,5171593,1069356,1120664,0,
1338774,6038381,886657,1513287,0,
2717840,2742576,340853,1255452,0,
3854043,4400538,798186,1274179,0,
738882,1532773,846056,1305086,0,
4446171,5394626,20714,459677,679,
175276,2307864,238247,1270985,4,
3932613,4418134,1370050,1541362,0,
1088306,4182471,151563,756011,6,
2448118,4786735,767870,1021149,0,
3533489,3964746,682049,865433,0,
1301193,1879215,329174,754547,0,
1680323,1979941,489658,1439833,0,
413096,6376862,944452,1086622,0,
3605501,6090467,565422,1449652,2,
6245198,6298529,150097,366852,1,
323759,3106852,315356,370102,1,
85628,3683631,799896,1206774,0,
4457936,6392454,887449,1482839,0,
2607446,3534864,45840,850700,47,
3259840,3511426,288122,852140,0,
2210363,3964120,1194920,1284697,0,
2615678,3390942,109022,862790,10,
677907,5532925,738982,1052204,0,
1934877,2974463,1040636,1047788,0,
2041031,4825059,688883,1298239,0,
4499306,4740599,963093,1120039,0,
2102243,4892002,415814,956368,3,
3476233,5856393,851333,1386099,1,
423803,1741848,411264,553878,0,
3080923,4381694,738987,967630,0,
1794936,2284139,1257698,1448810,0,
1593304,5839428,208087,1197907,26,
4691302,6207201,805785,974473,1,
1249986,5742338,950033,1479487,0,
3868123,5175816,338410,776393,3,
3985612,5326291,554042,953072,1,
1785642,3532013,623657,865250,0,
195934,445158,449912,1092350,0,
1261387,4898070,419825,1373253,3,
1660701,6216606,1257839,1503129,0,
4356505,4737528,243614,330384,1,
951874,1664751,103938,1209205,7,
1513432,3490001,366098,541030,0,
518703,5170769,226045,1231257,12,
3726734,5715518,265528,449809,8,
871674,927778,831830,1328095,0,
2853129,4602845,704462,1463156,0,
3023556,6209478,854686,994091,1,
3770086,4802960,319748,1266417,2,
1014076,2085616,1261325,1322485,0,
179812,3439160,1073932,1443995,0,
3191113,5453348,140435,164180,12,
3304027,6347121,1087626,1352376,0,
918333,5402447,511492,1323578,2,
1896994,2569375,500753,1075068,1,
3656051,3940760,217796,1540885,0,
460215,2200749,85911,455194,15,
1394716,1887999,54013,194341,20,
